정류소ID,정류소명,xPos,yPos,wincId
7041027700,앞산청구제네스앞,128.54846501666665,35.82699268333333,05260
7041027800,앞산청구제네스건너,128.5478565,35.8266719,21797
7041027900,중소기업지원센터,128.555355,35.83241833333334,00595
7041028000,송현공원건너,128.55655081666666,35.830316016666664,00593
7041028100,송현공원앞,128.55617235,35.83072456666667,00594
7041028200,장관빌라건너,128.55886198333334,35.828704566666666,00592
7041028300,장관빌라앞,128.55955125,35.828063,00591
7041028400,달서별빛캠핑장건너,128.55609653333335,35.82606641666667,00988
7041028500,대덕승마장건너,128.5536833,35.82351166666667,00989
7041028600,대덕승마장앞,128.55370661666666,35.82306561666667,00986
7041028700,청소년수련원건너,128.5518567,35.82109333333333,00990
7041028800,대서초등학교앞,128.55079666666666,35.820391666666666,00991
7041028900,청소년수련원앞,128.55105745,35.81972785,00985
7041029000,월촌고가교2,128.54857483333333,35.814703533333336,00984
7041029200,상인제림아파트앞,128.54841323333332,35.813211116666665,00981
7041029300,상인제림아파트건너,128.54856908333332,35.81335421666667,21766
7041029400,상인비둘기1단지아파트건너,128.55127898333333,35.80914476666667,00977
7041029500,상인비둘기1단지아파트앞,128.55125313333335,35.80937203333333,21010
7041029700,보훈병원건너,128.55061478333334,35.80235501666667,00972
7041029800,보훈병원앞,128.55088076666667,35.80297291666667,21007
7041029900,상인비둘기2단지아파트앞,128.55481525,35.80845925,21765
7041030000,상인장미아파트앞,128.55637408333334,35.808069266666664,05226
7051001100,앞산궁도장앞,128.56111358333334,35.8280999,00987
7181000900,새마을금고앞,128.5534301,35.98227765,05734
7011025400,사복동입구교차로건너,128.74766643333334,35.87192781666667,03117
7011025500,사복동입구교차로,128.7486096,35.8722096,09180
7021055100,매천대교2,128.53983,35.89594833333334,02934
7111065400,한국제지앞,128.45772996666668,35.68644835,02758
7111065200,달성화석박물관건너,128.46443333333335,35.683186666666664,02759
7111065100,국립대구과학관정문건너,128.46642666666668,35.685271666666665,05275
7111064800,한국생산기술연구원앞,128.47004333333334,35.69056333333333,21530
7111064400,학산아파트앞,128.449075,35.69152666666667,02937
7111064700,한국제지건너,128.45798833333333,35.686303333333335,02942
7111065300,달성화석박물관앞,128.46429333333333,35.68327333333333,02941
7111065000,국립대구과학관정문앞,128.46623666666667,35.685335,05276
7111064900,한국생산기술연구원건너,128.46978333333334,35.69125666666667,21531
7111064500,학산아파트건너,128.44974,35.69280833333333,21565
7061057700,솔정고개2,128.68493333333333,35.839018333333335,20185
7111000500,가창농협앞,128.62317321666666,35.80440001666667,21165
7111000600,가창면행정복지센터건너,128.62214491666666,35.80284,21166
7111000700,가창면행정복지센터앞,128.622365,35.802725,02995
7111000800,대구텍건너,128.62330795,35.799337816666664,00063
7111000900,중석타운건너,128.62583741666666,35.79715325,00064
7111001000,중석타운앞,128.62650648333334,35.79666173333333,21185
7111001900,대일1리점촌마을,128.649346,35.76406591666667,01521
7111002000,주1리,128.65092405,35.7607431,01522
7111002400,삼산리입구앞,128.6564696,35.740400083333334,05421
7111002600,삼산리(삼산교회앞),128.6600839,35.73625355,01530
7111002700,삼산리(삼산교회건너),128.66044166666666,35.736016666666664,01529
7111002800,삼산리(범동교),128.66017166666666,35.73372333333333,21169
7111002900,우록리(자양마을)앞,128.64986833333333,35.723911666666666,21173
7111003000,대원고등학교건너,128.50852213333334,35.807870433333335,02270
7111003100,한남중미용정보고등학교건너,128.50236976666667,35.805131716666665,02571
7111003200,한남중미용정보고등학교앞,128.5031082,35.805048166666666,02339
7111003300,화원초등학교건너,128.49918326666668,35.8038677,09127
7111003400,화원초등학교앞,128.49953271666666,35.80376986666667,09129
7111003500,화원농협주유소건너,128.49488653333333,35.8048479,01443
7111003600,화원농협주유소앞,128.49428646666667,35.80499233333333,01449
7111003700,화원삼주타운앞,128.48876791666666,35.807561,01974
7111003800,화원삼주타운건너,128.48815396666666,35.807579116666666,02273
7111003900,성산리1,128.48637773333334,35.8081306,01445
7111004000,성산리2,128.48550586666667,35.808176483333334,02272
7171000100,호촌2리(화원방향),128.46860361666666,35.815902783333335,05709
7171000200,호촌2리(다산방향),128.46872908333333,35.815910683333335,05710
7171000300,다산농협건너,128.4551914,35.82344188333333,05711
7111004100,달성중학교앞,128.49358535,35.80111385,21154
7111004200,달성중학교건너,128.49333948333333,35.80118995,01450
7111004300,화원고등학교앞,128.48887875,35.798252033333334,21556
7111004400,화원고등학교건너,128.48707665,35.79727618333333,02898
7111004500,설화리(시내방향),128.48514693333334,35.79592028333333,02274
7111004600,설화리(시외방향),128.48428333333334,35.79572833333334,21435
